Player,Country,Season,Cum Mat Total,Cum Inns Total,Cum Runs Total,Cum Batting Ave,Cum SR,player_id
S Bau,Papua New Guinea,2021/22,23,17,356,26.76,104.98,9a95bebb
S Bau,Papua New Guinea,2022,33,26,559,26.28,109.26,9a95bebb
S Bau,Papua New Guinea,2023,40,33,695,25.51,108.8,9a95bebb
S Bau,Papua New Guinea,2023/24,44,36,696,23.41,101.81,9a95bebb
S Bau,Papua New Guinea,2024,52,44,891,25.06,106.32,9a95bebb
S Bhari,Nepal,2019/20,0,0,0,0.0,0.0,28c7d721
S Bhari,Nepal,2021,8,5,1,0.5,14.28,28c7d721
S Biko,Kenya,2022,0,0,0,0.0,0.0,b501b61e
S Bodha,Gibraltar,2022,0,0,0,0.0,0.0,00467a76
S Bodha,Gibraltar,2023,8,4,29,14.5,126.08,00467a76
S Bodha,Gibraltar,2023/24,17,9,62,12.56,123.94,00467a76
S Bodha,Gibraltar,2024,21,11,76,11.55,116.37,00467a76
S Bogdos,Greece,2022,0,0,0,0.0,0.0,268ec1d6
S Browne,Luxembourg,2020,0,0,0,0.0,0.0,71847f28
S Burdekin,Cyprus,2024,0,0,0,0.0,0.0,98e3f1de
S Chanderpaul,West Indies,2005/06,0,0,0,0.0,0.0,881a9bdd
S Chanderpaul,West Indies,2007,1,1,26,26.0,96.29,881a9bdd
S Chanderpaul,West Indies,2007/08,2,2,67,33.5,126.99,881a9bdd
S Chanderpaul,West Indies,2008/09,6,6,133,25.83,99.47,881a9bdd
S Chanderpaul,West Indies,2009,9,9,156,19.78,101.16,881a9bdd
S Chanderpaul,West Indies,2009/10,15,15,207,18.67,104.1,881a9bdd
S Chanderpaul,West Indies,2010,16,16,227,18.75,101.76,881a9bdd
S Chandramohan,Singapore,2019,0,0,0,0.0,0.0,2a6ccc1c
S Chandramohan,Singapore,2019/20,3,3,105,52.5,119.31,2a6ccc1c
S Chandramohan,Singapore,2022,15,15,436,32.56,119.11,2a6ccc1c
S Chandramohan,Singapore,2022/23,28,28,717,27.48,121.79,2a6ccc1c
S Chandramohan,Singapore,2023/24,33,33,756,24.5,115.65,2a6ccc1c
S Chandramohan,Singapore,2024,41,41,968,25.63,118.94,2a6ccc1c
S Chaudhary,Czech Republic,2022,0,0,0,0.0,0.0,24c1844e
S Chaudhary,Czech Republic,2024,2,0,0,0.0,0.0,24c1844e
S Chophel,Bhutan,2019/20,0,0,0,0.0,0.0,45f4af74
S Chophel,Bhutan,2023,1,1,2,2.0,40.0,45f4af74
S Clarke,Isle of Man,2024,0,0,0,0.0,0.0,6c6d83ef
S Conteh,Sierra Leone,2021/22,0,0,0,0.0,0.0,8f70fff7
S Conteh,Sierra Leone,2022/23,10,10,95,9.5,60.12,8f70fff7
S Conteh,Sierra Leone,2023/24,16,13,104,8.0,65.13,8f70fff7
S Daniel,Sri Lanka,2023,0,0,0,0.0,0.0,a38e7be7
S Davizi,Czech Republic,2019/20,0,0,0,0.0,0.0,5787be00
S Davizi,Czech Republic,2020,2,2,192,96.0,144.36,5787be00
S Davizi,Czech Republic,2021,6,6,237,39.5,95.73,5787be00
S Davizi,Czech Republic,2022,13,13,481,37.0,124.3,5787be00
S Davizi,Czech Republic,2023,28,28,1093,44.5,136.14,5787be00
S Davizi,Czech Republic,2024,31,31,1149,42.0,134.03,5787be00
S Delai,Fiji,2022,0,0,0,0.0,0.0,00755e00
S Desungnoen,Thailand,2019/20,0,0,0,0.0,0.0,3eb26dc4
S Desungnoen,Thailand,2022,2,2,3,1.5,60.0,3eb26dc4
S Desungnoen,Thailand,2023,7,7,15,2.14,35.0,3eb26dc4
S Desungnoen,Thailand,2023/24,15,15,91,6.79,68.97,3eb26dc4
S Dhakal,Nepal,2021/22,0,0,0,0.0,0.0,8955b928
S Dhakal,Nepal,2023/24,2,0,0,0.0,0.0,8955b928
S Dhakal,Nepal,2024,3,1,0,0.0,0.0,8955b928
S Dhakal,Nepal,2024/25,4,2,0,0.0,0.0,8955b928
S Dhaniram,Canada,2008,0,0,0,0.0,0.0,123e663a
S Dhaniram,Canada,2008/09,3,2,32,16.0,114.28,123e663a
S Dhaniram,Canada,2009/10,7,6,77,12.83,80.35,123e663a
S Dhawan,India,2011,0,0,0,0.0,0.0,0a476045
S Dhawan,India,2013/14,1,1,5,5.0,45.45,0a476045
S Dhawan,India,2014,5,5,68,13.6,99.09,0a476045
S Dhawan,India,2015/16,6,6,101,16.83,102.22,0a476045
S Dhawan,India,2017,22,22,416,20.95,112.1,0a476045
S Dhawan,India,2017/18,23,23,439,21.04,115.55,0a476045
S Dhawan,India,2018,36,36,884,26.83,125.83,0a476045
S Dhawan,India,2018/19,40,40,977,26.48,127.78,0a476045
S Dhawan,India,2019,50,49,1310,28.41,128.58,0a476045
S Dhawan,India,2019/20,53,52,1337,27.29,126.72,0a476045
S Dhawan,India,2020/21,61,59,1588,28.3,126.14,0a476045
S Dhawan,India,2021,65,63,1673,27.86,125.33,0a476045
S Draunivudi,Fiji,2022,0,0,0,0.0,0.0,b708c4ad
S Dube,India,2019/20,0,0,0,0.0,0.0,a4e37e47
S Dube,India,2023,13,9,105,17.5,136.36,a4e37e47
S Dube,India,2023/24,18,11,152,18.59,135.98,a4e37e47
S Dube,India,2024,21,14,276,41.18,140.91,a4e37e47
S Elayaperumal,Mexico,2024,0,0,0,0.0,0.0,5c86b6ac
S Franklin,Switzerland,2021/22,0,0,0,0.0,0.0,0e3552e2
S Gantulga,Mongolia,2024,0,0,0,0.0,0.0,8d995b86
S Gasteratos,Greece,2021,0,0,0,0.0,0.0,11174f6d
S Godara,Cambodia,2023,0,0,0,0.0,0.0,dd7dd27a
S Godara,Cambodia,2023/24,5,5,61,30.5,135.55,dd7dd27a
S Godara,Cambodia,2024,12,8,108,36.69,161.35,dd7dd27a
S Gooch,Estonia,2024,0,0,0,0.0,0.0,622be0d9
S Grover,Czech Republic,2021,0,0,0,0.0,0.0,c2a6e61f
S Grover,Czech Republic,2023,4,3,21,21.0,150.0,c2a6e61f
S Grover,Czech Republic,2024,5,4,28,17.5,156.25,c2a6e61f
S Hongsi,Thailand,2019,0,0,0,0.0,0.0,1d50ed62
S Hongsi,Thailand,2023,3,3,27,9.0,168.75,1d50ed62
S Hook,Estonia,2021/22,0,0,0,0.0,0.0,eba871dd
S Hook,Estonia,2022,5,5,52,10.4,74.28,eba871dd
S Hook,Estonia,2023,11,11,195,20.33,98.76,eba871dd
S Hook,Estonia,2024,13,12,195,18.63,90.53,eba871dd
S Houghton,Croatia,2024,0,0,0,0.0,0.0,4895df9e
S Ivetic,Serbia,2022,0,0,0,0.0,0.0,04ab1575
S Ivetic,Serbia,2023/24,8,8,256,42.66,95.16,04ab1575
S Ivetic,Serbia,2024,10,10,329,48.73,98.59,04ab1575
S Jamil,Belgium,2019,0,0,0,0.0,0.0,3d6617c6
S Jamil,Belgium,2020,3,3,48,16.0,97.95,3d6617c6
S Jamil,Belgium,2021,6,6,53,8.83,64.6,3d6617c6
S Jamil,Belgium,2024,9,8,55,7.12,56.78,3d6617c6
S Jora,Nepal,2018/19,0,0,0,0.0,0.0,156378d8
S Jora,Nepal,2019/20,3,3,82,41.0,128.12,156378d8
S Jora,Nepal,2023,6,6,101,23.66,114.06,156378d8
S Jora,Nepal,2023/24,9,8,135,22.0,126.02,156378d8
S Jora,Nepal,2024,24,19,277,18.39,121.0,156378d8
S Joseph,West Indies,2024,0,0,0,0.0,0.0,97290faf
S Joseph,West Indies,2024/25,5,1,0,0.0,0.0,97290faf
S Kamate,Mali,2022/23,0,0,0,0.0,0.0,d7af6207
S Kamate,Mali,2023/24,7,5,28,5.6,45.16,d7af6207
S Kamate,Mali,2024,10,8,35,4.37,36.43,d7af6207
S Kaul,India,2018,0,0,0,0.0,0.0,dcf81436
S Kaul,India,2018/19,2,0,0,0.0,0.0,dcf81436
S Kimura,Japan,2022/23,0,0,0,0.0,0.0,dbfbaba1
S Kimura,Japan,2023,4,4,34,8.5,89.47,dbfbaba1
S Kollery,Botswana,2022,0,0,0,0.0,0.0,d1d8b6a2
S Koppolu,Slovenia,2022,0,0,0,0.0,0.0,3346b14f
S Koppolu,Slovenia,2024,3,3,7,2.33,43.75,3346b14f
S Kushretha,Luxembourg,2020,0,0,0,0.0,0.0,4e3fd330
S Kushretha,Luxembourg,2022,4,3,37,12.33,94.87,4e3fd330
S Kushretha,Luxembourg,2024,9,6,51,8.49,82.44,4e3fd330
S Lamichhane,Nepal,2018/19,0,0,0,0.0,0.0,b410bd3d
S Lamichhane,Nepal,2019,3,2,2,1.0,100.0,b410bd3d
S Lamichhane,Nepal,2019/20,9,4,11,2.75,125.0,b410bd3d
S Lamichhane,Nepal,2021,19,9,20,2.47,79.36,b410bd3d
S Lamichhane,Nepal,2021/22,24,9,20,2.47,79.36,b410bd3d
S Lamichhane,Nepal,2022,37,14,42,5.52,97.24,b410bd3d
S Lamichhane,Nepal,2023,42,16,53,6.2,96.54,b410bd3d
S Lamichhane,Nepal,2023/24,45,17,58,6.13,98.21,b410bd3d
S Lamichhane,Nepal,2024,50,18,60,5.9,95.53,b410bd3d
S Loday,Bhutan,2022,0,0,0,0.0,0.0,448dab1a
S Loday,Bhutan,2023,3,3,28,14.0,84.84,448dab1a
S Loday,Bhutan,2023/24,7,6,64,13.0,80.71,448dab1a
S Loday,Bhutan,2024/25,13,11,115,14.82,82.66,448dab1a
S Mahmood,England,2019/20,0,0,0,0.0,0.0,0f6db197
S Mahmood,England,2020,3,2,7,7.0,100.0,0f6db197
S Mahmood,England,2021,6,2,7,7.0,100.0,0f6db197
S Mahmood,England,2021/22,9,4,10,4.25,80.0,0f6db197
S Mahmood,England,2024,12,7,22,5.0,77.86,0f6db197
S Mathur,Hong Kong,2023,0,0,0,0.0,0.0,11378dda
S Matsikenyeri,Zimbabwe,2006/07,0,0,0,0.0,0.0,e7ba1233
S Matsikenyeri,Zimbabwe,2007/08,1,1,15,15.0,115.38,e7ba1233
S Matsikenyeri,Zimbabwe,2008/09,3,3,20,6.67,62.27,e7ba1233
S Matsikenyeri,Zimbabwe,2009/10,7,7,33,4.71,73.11,e7ba1233
S Matsikenyeri,Zimbabwe,2011/12,8,8,33,4.13,63.97,e7ba1233
S Matsikenyeri,Zimbabwe,2012/13,9,9,65,7.22,75.58,e7ba1233
S Mba,Nigeria,2021/22,0,0,0,0.0,0.0,400cf68e
S Mills,Isle of Man,2020,0,0,0,0.0,0.0,86ac0262
S Mohan,Philippines,2021/22,0,0,0,0.0,0.0,4fbc6060
S Movva,Canada,2021/22,0,0,0,0.0,0.0,ee229588
S Movva,Canada,2022/23,3,1,32,32.0,106.66,ee229588
S Movva,Canada,2024,4,2,41,20.5,103.33,ee229588
S Muniandy,Malaysia,2019,0,0,0,0.0,0.0,57fcfd3b
S Muniandy,Malaysia,2019/20,10,8,60,12.0,127.65,57fcfd3b
S Muniandy,Malaysia,2021,24,20,214,18.0,136.61,57fcfd3b
S Muniandy,Malaysia,2021/22,28,24,265,17.83,135.64,57fcfd3b
S Muniandy,Malaysia,2022,32,27,275,16.22,128.5,57fcfd3b
S Muniandy,Malaysia,2022/23,42,33,373,19.21,133.88,57fcfd3b
S Muniandy,Malaysia,2023,53,41,472,20.29,128.75,57fcfd3b
S Muniandy,Malaysia,2023/24,61,48,493,17.84,122.73,57fcfd3b
S Muniandy,Malaysia,2024,71,58,672,18.19,119.41,57fcfd3b
S Murari,Costa Rica,2019,0,0,0,0.0,0.0,3ed39f01
S Murari,Costa Rica,2024,3,3,21,10.5,105.0,3ed39f01
S Nadigotla,Romania,2019,0,0,0,0.0,0.0,b78b3ffd
S Nadigotla,Romania,2020/21,1,1,2,2.0,33.33,b78b3ffd
S Nadigotla,Romania,2021,3,3,26,8.67,80.67,b78b3ffd
S Nadigotla,Romania,2022,10,8,160,24.19,127.63,b78b3ffd
S Nadigotla,Romania,2023,18,14,199,16.61,107.04,b78b3ffd
S Nadigotla,Romania,2024,27,22,323,16.2,108.02,b78b3ffd
S Natsagdorj,Mongolia,2024,0,0,0,0.0,0.0,b3f47a20
S Navaratne,Japan,2022/23,0,0,0,0.0,0.0,29573e43
S Navaratne,Japan,2023,5,5,76,19.0,120.63,29573e43
S Nerandzic,Serbia,2019/20,0,0,0,0.0,0.0,ed5b3c76
S Nerandzic,Serbia,2022,2,2,10,5.0,30.3,ed5b3c76
S Nsubuga,Uganda,2023,0,0,0,0.0,0.0,58cb36aa
S Ogundipe,Nigeria,2021/22,0,0,0,0.0,0.0,bbd365ad
S Periyalwar,Romania,2019,0,0,0,0.0,0.0,d207e4fb
S Periyalwar,Romania,2020/21,4,4,140,70.0,153.84,d207e4fb
S Periyalwar,Romania,2021,6,6,154,51.33,128.48,d207e4fb
S Periyalwar,Romania,2022,14,11,268,45.27,127.02,d207e4fb
S Periyalwar,Romania,2023,24,21,431,34.8,108.72,d207e4fb
S Periyalwar,Romania,2024,32,28,497,29.4,104.14,d207e4fb
S Pillai,Costa Rica,2019,0,0,0,0.0,0.0,927b34c9
S Pillai,Costa Rica,2024,3,3,14,4.66,51.85,927b34c9
S Pokhriyal,Czech Republic,2019,0,0,0,0.0,0.0,073ef5a0
S Pokhriyal,Czech Republic,2020,5,5,170,34.0,114.09,073ef5a0
S Pradhan,Bhutan,2022,0,0,0,0.0,0.0,04f0d409
S Pradhan,Bhutan,2023,7,6,27,5.4,58.69,04f0d409
S Pradhan,Bhutan,2023/24,11,10,123,12.84,72.86,04f0d409
S Pradhan,Bhutan,2024/25,17,16,227,14.52,82.68,04f0d409
S Prasanna,Sri Lanka,2013/14,0,0,0,0.0,0.0,f78e7113
S Prasanna,Sri Lanka,2015/16,3,3,31,15.5,182.35,f78e7113
S Prasanna,Sri Lanka,2016,6,6,44,11.0,134.51,f78e7113
S Prasanna,Sri Lanka,2016/17,8,8,52,9.25,115.16,f78e7113
S Prasanna,Sri Lanka,2017,16,16,163,15.73,133.61,f78e7113
S Prasanna,Sri Lanka,2017/18,17,17,174,15.45,133.84,f78e7113
S Qeshile,South Africa,2018/19,0,0,0,0.0,0.0,94268960
S Ramakrishnan,Czech Republic,2022,0,0,0,0.0,0.0,b0f5175e
S Randiv,Sri Lanka,2010,0,0,0,0.0,0.0,f5f18a18
S Randiv,Sri Lanka,2010/11,5,2,8,4.0,133.33,f5f18a18
S Randiv,Sri Lanka,2011,6,2,8,4.0,133.33,f5f18a18
S Ravichandran,Japan,2022/23,0,0,0,0.0,0.0,9f2be73d
S Ravichandran,Japan,2023,6,6,96,19.2,121.51,9f2be73d
S Ravichandran,Japan,2023/24,12,12,192,17.6,114.09,9f2be73d
S Ravichandran,Japan,2024,21,21,351,18.57,119.27,9f2be73d
S Ravikumar,Costa Rica,2019,0,0,0,0.0,0.0,5597338d
S Ravikumar,Costa Rica,2024,3,3,40,20.0,90.9,5597338d
S Ravoka,Fiji,2022,0,0,0,0.0,0.0,ce7936a5
S Rengarajan,Czech Republic,2020,0,0,0,0.0,0.0,d4aa6a65
S Rossi,Argentina,2019/20,0,0,0,0.0,0.0,56544f81
S Rossi,Argentina,2022/23,5,4,29,9.66,107.4,56544f81
S Rukmal,Seychelles,2022/23,0,0,0,0.0,0.0,f5be7b08
S Rukmal,Seychelles,2024/25,7,1,0,0.0,0.0,f5be7b08
S Rungrueang,Thailand,2023,0,0,0,0.0,0.0,35ae9e8a
S Rungrueang,Thailand,2024,6,6,60,10.0,96.77,35ae9e8a
S Rungrueang,Thailand,2024/25,11,10,101,10.1,84.95,35ae9e8a
S Saeed,Maldives,2018/19,0,0,0,0.0,0.0,25ef10a2
S Saeed,Maldives,2019,2,1,2,2.0,50.0,25ef10a2
S Samal,Rwanda,2021,0,0,0,0.0,0.0,c7e3c349
S Samal,Rwanda,2021/22,3,1,1,1.0,50.0,c7e3c349
S Samarawickrama,Sri Lanka,2017/18,0,0,0,0.0,0.0,9ab2914d
S Samarawickrama,Sri Lanka,2018/19,5,5,85,17.0,106.25,9ab2914d
S Samarawickrama,Sri Lanka,2019/20,6,6,85,14.17,88.54,9ab2914d
S Samarawickrama,Sri Lanka,2021,7,7,97,13.86,90.18,9ab2914d
S Samarawickrama,Sri Lanka,2023/24,9,9,111,12.33,82.58,9ab2914d
S Samarawickrama,Sri Lanka,2024,18,17,310,22.13,101.17,9ab2914d
S Santhirakumaran,France,2021,0,0,0,0.0,0.0,67721a32
S Santhirakumaran,France,2022,3,3,55,18.33,74.32,67721a32
S Santhirakumaran,France,2023,5,5,73,14.6,75.9,67721a32
S Sengupta,Czech Republic,2021,0,0,0,0.0,0.0,da39f141
S Sengupta,Czech Republic,2022,4,2,15,7.5,125.0,da39f141
S Shrivastava,Oman,2022/23,0,0,0,0.0,0.0,ac166f77
S Shrivastava,Oman,2024,4,1,22,22.0,200.0,ac166f77
S Simpson,Jersey,2024,0,0,0,0.0,0.0,c8ea9add
S Singh,Kenya,2021/22,0,0,0,0.0,0.0,612a395c
S Singh,Kenya,2022,5,1,17,17.0,100.0,612a395c
S Singh,Kenya,2022/23,12,8,127,18.16,106.86,612a395c
S Singh,Kenya,2023,14,10,176,19.43,103.64,612a395c
S Singh,Kenya,2023/24,24,18,288,23.24,96.46,612a395c
S Singh,Kenya,2024,32,24,358,20.93,97.35,612a395c
S Singh,Portugal,2019/20,0,0,0,0.0,0.0,321fcf79
S Siriotis,Greece,2021,0,0,0,0.0,0.0,ff8b37cb
S Smith,Bermuda,2019,0,0,0,0.0,0.0,18a0ba24
S Smith,Bermuda,2019/20,3,1,2,2.0,66.66,18a0ba24
S Smith,Bermuda,2022/23,5,3,14,4.67,55.55,18a0ba24
S Smith,Bermuda,2023/24,10,3,14,4.67,55.55,18a0ba24
S Snater,Netherlands,2018,0,0,0,0.0,0.0,a790df98
S Snater,Netherlands,2018/19,4,2,8,4.0,114.28,a790df98
S Snater,Netherlands,2019,6,2,8,4.0,114.28,a790df98
S Snater,Netherlands,2019/20,8,3,18,6.0,123.8,a790df98
S Sohal,United States of America,2019,0,0,0,0.0,0.0,3fca55af
S Sola,Samoa,2019,0,0,0,0.0,0.0,3f9feb1e
S Sola,Samoa,2022,4,3,37,12.33,102.77,3f9feb1e
S Sreesanth,India,2006/07,0,0,0,0.0,0.0,6b8eb6e5
S Sreesanth,India,2007/08,1,0,0,0.0,0.0,6b8eb6e5
S Srikanth,Singapore,2022/23,0,0,0,0.0,0.0,dc9135c6
S Stanikzay,France,2024,0,0,0,0.0,0.0,c5445834
S Tabuisulu,Fiji,2022/23,0,0,0,0.0,0.0,62708dce
S Tabuisulu,Fiji,2024,4,2,3,1.5,50.0,62708dce
S Tarawally,Sierra Leone,2021/22,0,0,0,0.0,0.0,809ab8d4
S Thakor,Tanzania,2021/22,0,0,0,0.0,0.0,0848ac5f
S Thakor,Tanzania,2022/23,10,7,86,21.5,156.36,0848ac5f
S Thakor,Tanzania,2023,31,21,236,15.5,155.21,0848ac5f
S Thakor,Tanzania,2023/24,42,31,388,16.63,162.15,0848ac5f
S Thakor,Tanzania,2024,53,42,468,14.6,143.77,0848ac5f
S Thakur,Romania,2021,0,0,0,0.0,0.0,a073f2ff
S Thakur,Romania,2023,3,3,98,98.0,138.02,a073f2ff
S Thanikaithasan,Denmark,2021/22,0,0,0,0.0,0.0,498aacac
S Thanikaithasan,Denmark,2022,6,6,83,13.83,109.21,498aacac
S Thanikaithasan,Denmark,2023,8,7,91,13.0,107.89,498aacac
S Thanikaithasan,Denmark,2024,18,16,255,18.86,107.1,498aacac
S Tobgay,Bhutan,2019/20,0,0,0,0.0,0.0,d7f1fe76
S Tosic,Serbia,2021,0,0,0,0.0,0.0,1c40f69f
S Tosic,Serbia,2022,4,4,72,24.0,52.94,1c40f69f
S Tosic,Serbia,2023,11,7,86,19.71,50.25,1c40f69f
S Tosic,Serbia,2024,15,9,144,21.78,57.24,1c40f69f
S Tyagi,India,2009/10,0,0,0,0.0,0.0,c24a2c5d
S Udawaththa,United Arab Emirates,2023/24,0,0,0,0.0,0.0,6795cc3a
S Udhayan,Seychelles,2021/22,0,0,0,0.0,0.0,a8d6305d
S Udhayan,Seychelles,2022/23,5,4,21,7.0,131.25,a8d6305d
S Varathappan,Kuwait,2019,0,0,0,0.0,0.0,2edb4286
S Vashisht,Romania,2019,0,0,0,0.0,0.0,20ac8219
S Vashisht,Romania,2020/21,3,1,4,4.0,66.66,20ac8219
S Vashisht,Romania,2021,6,3,13,4.33,97.22,20ac8219
S Vashisht,Romania,2022,12,5,14,2.8,71.66,20ac8219
S Vashisht,Romania,2023,17,8,25,3.81,72.29,20ac8219
S Vashisht,Romania,2024,26,15,98,6.9,96.29,20ac8219
S Vasilakis,Greece,2024,0,0,0,0.0,0.0,e18e9598
S Vats,Luxembourg,2020,0,0,0,0.0,0.0,1afd4f89
S Vats,Luxembourg,2021,1,0,0,0.0,0.0,1afd4f89
S Veerapathiran,Bahrain,2019/20,0,0,0,0.0,0.0,1e569fb0
S Veerapathiran,Bahrain,2021/22,1,1,1,1.0,50.0,1e569fb0
S Veerapathiran,Bahrain,2022,10,8,94,20.47,159.79,1e569fb0
S Veerapathiran,Bahrain,2022/23,15,13,129,17.08,136.79,1e569fb0
S Veerapathiran,Bahrain,2023,26,21,186,13.67,128.11,1e569fb0
S Veerapathiran,Bahrain,2023/24,30,25,220,14.21,119.97,1e569fb0
S Veerapathiran,Bahrain,2024,39,31,259,13.34,118.32,1e569fb0
S Vesawkar,Nepal,2013/14,0,0,0,0.0,0.0,3de06845
S Vesawkar,Nepal,2015,3,3,91,30.33,108.33,3de06845
S Vesawkar,Nepal,2018,10,10,199,19.89,92.98,3de06845
S Vesawkar,Nepal,2019,11,10,199,19.89,92.98,3de06845
S Vesawkar,Nepal,2021/22,17,16,310,26.31,98.14,3de06845
S Vijay Unni,Malaysia,2021/22,0,0,0,0.0,0.0,f737ab44
S Vijay Unni,Malaysia,2022,2,1,3,3.0,100.0,f737ab44
S Vijay Unni,Malaysia,2022/23,6,2,18,9.0,78.84,f737ab44
S Vijay Unni,Malaysia,2023,10,6,71,14.77,99.89,f737ab44
S Vijay Unni,Malaysia,2023/24,24,14,170,17.65,90.35,f737ab44
S Vijay Unni,Malaysia,2024,32,18,206,17.72,87.29,f737ab44
S Vijayakumar,Singapore,2019,0,0,0,0.0,0.0,44c69e2b
S Vijayakumar,Singapore,2019/20,3,0,0,0.0,0.0,44c69e2b
S Waqas Ahmed,Norway,2019,0,0,0,0.0,0.0,fb27d38c
S Waqas Ahmed,Norway,2021,5,3,9,4.5,45.0,fb27d38c
S Weleilakeba,Fiji,2022,0,0,0,0.0,0.0,45b8f7c8
S Wickramasekara,Czech Republic,2019,0,0,0,0.0,0.0,a9a09cb8
S Wickramasekara,Czech Republic,2020,5,5,219,73.0,210.57,a9a09cb8
S Wickramasekara,Czech Republic,2021,9,9,294,48.89,173.48,a9a09cb8
S Wickramasekara,Czech Republic,2022,16,15,391,37.09,151.4,a9a09cb8
S Wickramasekara,Czech Republic,2023,31,30,670,30.17,144.76,a9a09cb8
S Williams,Sierra Leone,2021/22,0,0,0,0.0,0.0,7ae1aad9
S Williams,Sierra Leone,2022/23,10,6,33,16.5,82.5,7ae1aad9
S di Bartolomeo,Italy,2023,0,0,0,0.0,0.0,823a57a9
S di Bartolomeo,Italy,2024,3,1,2,2.0,100.0,823a57a9
SA Abbott,Australia,2014/15,0,0,0,0.0,0.0,1a2676c5
SA Abbott,Australia,2019/20,3,1,5,5.0,62.5,1a2676c5
SA Abbott,Australia,2020/21,4,1,5,5.0,62.5,1a2676c5
SA Abbott,Australia,2021/22,7,2,17,8.5,106.25,1a2676c5
SA Abbott,Australia,2022,8,3,17,5.67,70.83,1a2676c5
SA Abbott,Australia,2023/24,9,3,17,5.67,70.83,1a2676c5
SA Abbott,Australia,2024,15,6,21,3.83,68.75,1a2676c5
SA Ahmad,Denmark,2019,0,0,0,0.0,0.0,8de618ab
SA Ahmad,Denmark,2021/22,5,3,46,23.0,85.18,8de618ab
SA Ahmad,Denmark,2022,11,9,112,15.0,78.39,8de618ab
SA Ahmad,Denmark,2023,19,16,291,21.49,97.37,8de618ab
SA Ahmad,Denmark,2024,29,25,556,27.38,105.09,8de618ab
SA Edwards,Netherlands,2018,0,0,0,0.0,0.0,b59db04f
SA Edwards,Netherlands,2018/19,5,5,85,42.5,157.4,b59db04f
SA Edwards,Netherlands,2019,7,5,85,42.5,157.4,b59db04f
SA Edwards,Netherlands,2019/20,16,14,223,26.27,145.82,b59db04f
SA Edwards,Netherlands,2021,29,22,334,26.81,145.91,b59db04f
SA Edwards,Netherlands,2021/22,33,26,402,25.3,139.8,b59db04f
SA Edwards,Netherlands,2022,36,29,431,24.18,137.34,b59db04f
SA Edwards,Netherlands,2022/23,43,36,523,25.44,131.68,b59db04f
SA Edwards,Netherlands,2023/24,51,44,614,23.57,123.65,b59db04f
SA Edwards,Netherlands,2024,56,48,671,22.79,123.9,b59db04f
SA Engelbrecht,Netherlands,2023/24,0,0,0,0.0,0.0,81a0e294
SA Engelbrecht,Netherlands,2024,5,4,172,57.33,157.79,81a0e294
SA Jumbe,Tanzania,2021/22,0,0,0,0.0,0.0,91056862
SA Jumbe,Tanzania,2022,7,5,61,20.33,129.78,91056862
SA Jumbe,Tanzania,2022/23,11,8,94,18.89,132.68,91056862
SA Jumbe,Tanzania,2023,32,23,224,13.63,104.22,91056862
SA Jumbe,Tanzania,2023/24,44,31,257,11.54,96.25,91056862
SA Mohandas,Hungary,2021,0,0,0,0.0,0.0,8b0b3bba
SA Mohandas,Hungary,2022,3,0,0,0.0,0.0,8b0b3bba
SA Mohandas,Hungary,2023,16,8,55,27.5,91.66,8b0b3bba
SA Mohandas,Hungary,2024,20,11,66,23.0,93.93,8b0b3bba
SA Okpe,Nigeria,2019,0,0,0,0.0,0.0,681f522f
SA Okpe,Nigeria,2019/20,3,2,7,3.5,58.33,681f522f
SA Okpe,Nigeria,2021/22,8,6,25,5.17,54.74,681f522f
SA Okpe,Nigeria,2022/23,16,12,75,6.75,73.66,681f522f
SA Okpe,Nigeria,2023/24,23,14,95,8.64,72.36,681f522f
SA Okpe,Nigeria,2024,40,24,180,12.12,76.93,681f522f
SA Yadav,India,2020/21,0,0,0,0.0,0.0,271f83cd
SA Yadav,India,2021,3,2,89,44.5,185.41,271f83cd
SA Yadav,India,2021/22,4,3,139,46.33,172.62,271f83cd
SA Yadav,India,2022,14,12,351,38.08,165.46,271f83cd
SA Yadav,India,2022/23,31,29,926,36.82,174.46,271f83cd
SA Yadav,India,2023,48,46,1675,48.38,175.42,271f83cd
SA Yadav,India,2023/24,53,50,1841,47.83,173.14,271f83cd
SA Yadav,India,2024,60,57,2141,47.22,172.12,271f83cd
SA Yadav,India,2024/25,71,68,2432,44.28,168.54,271f83cd
SB Styris,New Zealand,2004/05,0,0,0,0.0,0.0,57efa3be
SB Styris,New Zealand,2005/06,1,1,66,66.0,169.23,57efa3be
SB Styris,New Zealand,2007/08,3,3,109,36.33,121.56,57efa3be
SB Styris,New Zealand,2008,13,12,241,20.08,110.87,57efa3be
SB Styris,New Zealand,2008/09,14,13,251,19.3,105.84,57efa3be
SB Styris,New Zealand,2009,15,14,272,19.42,110.78,57efa3be
SB Styris,New Zealand,2009/10,20,19,353,21.42,112.97,57efa3be
SB Styris,New Zealand,2010,22,21,400,21.62,113.99,57efa3be
SB Styris,New Zealand,2010/11,28,26,492,21.0,113.91,57efa3be
SB Wagh,Mexico,2024,0,0,0,0.0,0.0,acf06e10
SC Getkate,Ireland,2018/19,0,0,0,0.0,0.0,c8065f31
SC Getkate,Ireland,2019,6,6,56,9.33,127.27,c8065f31
SC Getkate,Ireland,2019/20,10,9,76,9.55,129.29,c8065f31
SC Getkate,Ireland,2021,15,13,92,8.25,110.02,c8065f31
